municipio,codigo,populacao,receita_total,op_credito,alienacao_bens,amortizacao_divida,outras_receitas_capital,juros_encargos_divida,prpc,prpcapita_max3k,eq1_prpcapita
Prefeitura Municipal de Barra do Mendes - BA,2903003,14570,37177064.08,0,0,717505.75,0,21501.45,2500.8962,2500.8962,5.204318
Prefeitura Municipal de Barra do Rocha - BA,2903102,6338,21328417.37,0,0,193984.79,0,0,3334.5586,3000,6
Prefeitura Municipal de Barreiras - BA,2903201,155519,439933490.26,1262533.28,317650,11227724.84,0,566123.75,2742.8125,2742.8125,5.5899863
Prefeitura Municipal de Barro Alto - BA,2903235,15093,52228261.81,0,0,247573.31,0,0,3444.0264,3000,6
Prefeitura Municipal de Barrocas - BA,2903276,16167,50123374.91,0,0,474994.42,0,0,3070.9705,3000,6
Prefeitura Municipal de Barro Preto - BA,2903300,6367,24520907.89,0,0,424421.44,0,0,3784.5903,3000,6
Prefeitura Municipal de Belmonte - BA,2903409,23891,67034525.64,0,0,1696010.77,0,0,2734.8589,2734.8589,5.5773063
Prefeitura Municipal de Belo Campo - BA,2903508,18312,50841693.67,0,0,580176.24,0,0,2744.7312,2744.7312,5.5930452
Prefeitura Municipal de Biritinga - BA,2903607,16628,43975461.33,0,0,773969.21,0,0,2598.1172,2598.1172,5.3593102
Prefeitura Municipal de Boa Nova - BA,2903706,14314,39354899.28,0,0,729356.1800000001,0,41187.6,2695.5676,2695.5676,5.5146675
Prefeitura Municipal de Boa Vista do Tupim - BA,2903805,19516,51349171.33,0,0,952718.9,0,0,2582.3147,2582.3147,5.3341174
Prefeitura Municipal de Bom Jesus da Lapa - BA,2903904,70090,195293519.16,2199783.71,414000,3031415.59,0,742736.87,2695.186,2695.186,5.5140591
Prefeitura Municipal de Bom Jesus da Serra - BA,2903953,10515,16468501.81,0,0,409856.92,0,0,1527.213,1527.213,3.6520519
Prefeitura Municipal de Boninal - BA,2904001,14675,34849973.25,0,0,486589.82,0,0,2341.6274,2341.6274,4.9504085
Prefeitura Municipal de Bonito - BA,2904050,17006,49754570.9,0,0,445618.94,0,0,2899.5032,2899.5032,5.8397861
Prefeitura Municipal de Boquira - BA,2904100,22448,48671471.69,0,0,1203975.2,0,0,2114.5535,2114.5535,4.5884023
Prefeitura Municipal de Botuporã - BA,2904209,10957,38164500.32,0,46800,430525.31,0,0,3439.5522,3000,6
Prefeitura Municipal de Brejões - BA,2904308,15166,38132168.04,0,0,322914.93,0,0,2493.0273,2493.0273,5.1917734
Prefeitura Municipal de Brejolândia - BA,2904407,10768,31307513.42,0,0,214387.81,0,0,2887.5488,2887.5488,5.8207278
Prefeitura Municipal de Brotas de Macaúbas - BA,2904506,11049,34367288.58,0,0,210789.47,0,0,3091.3657,3000,6
Prefeitura Municipal de Brumado - BA,2904605,69473,174115022.24,0,0,914907.24,0,9336.32,2492.9221,2492.9221,5.1916056
Prefeitura Municipal de Buerarema - BA,2904704,19269,23975707.98,0,0,510303.63,0,0,1217.78,1217.78,3.1587472
Prefeitura Municipal de Buritirama - BA,2904753,21671,55941915.97,0,34060.6,390666.47,0,0,2561.8193,2561.8193,5.3014431
Prefeitura Municipal de Caatiba - BA,2904803,10044,20898207.04,0,72309.57000000001,600839.4300000001,0,0,2013.6458,2013.6458,4.4275331
Prefeitura Municipal de Cabaceiras do Paraguaçu - BA,2904852,19199,44781743.28,0,0,755615.73,0,0,2293.147,2293.147,4.8731198
Prefeitura Municipal de Cachoeira - BA,2904902,35013,66214987.61,0,0,1034107.83,0,1019425.9,1832.5038,1832.5038,4.1387529
Prefeitura Municipal de Caculé - BA,2905008,23685,54015395.67,0,0,785152.05,0,0,2247.4243,2247.4243,4.8002281
Prefeitura Municipal de Caém - BA,2905107,10179,30026286.01,0,72100,606753.36,0,0,2883.1353,2883.1353,5.8136916
Prefeitura Municipal de Caetanos - BA,2905156,16045,33478046.85,0,0,658737.92,0,33405.56,2043.3719,2043.3719,4.4749231
Prefeitura Municipal de Caetité - BA,2905206,52696,117981474.79,0,18527.91,3439425.84,0,14866.37,2173.0046,2173.0046,4.6815863
Prefeitura Municipal de Cafarnaum - BA,2905305,18917,53198782.82,0,0,647220.88,0,0,2778.0071,2778.0071,5.6460943
Prefeitura Municipal de Cairu - BA,2905404,17985,89187196.06999999,0,0,947487.02,0,0,4906.2944,3000,6
Prefeitura Municipal de Caldeirão Grande - BA,2905503,13643,38514744.45,0,0,384030.3,0,0,2794.8921,2794.8921,5.6730127
Prefeitura Municipal de Camacan - BA,2905602,33257,64892062.17,0,0,1214677.86,0,164965.79,1909.7458,1909.7458,4.2618937
Prefeitura Municipal de Camaçari - BA,2905701,292074,1319747921.05,17666659.99,0,38098259.16,0,3024785.31,4317.2559,3000,6
Prefeitura Municipal de Camamu - BA,2905800,36543,78478419.12,0,0,2286862.38,0,0,2084.9836,2084.9836,4.5412617
Prefeitura Municipal de Campo Alegre de Lourdes - BA,2905909,29994,63981288.49,0,0,685135.75,0,0,2110.2937,2110.2937,4.5816112
Prefeitura Municipal de Campo Formoso - BA,2906006,73118,173086862.19,0,1151400.01,8480531.310000001,0,0,2235.4951,2235.4951,4.7812099
Prefeitura Municipal de Canápolis - BA,2906105,10146,28107492.11,0,90900,370949.52,0,0,2724.7825,2724.7825,5.5612426
Prefeitura Municipal de Canarana - BA,2906204,26702,69803296.01000001,0,0,740095.78,0,0,2586.4429,2586.4429,5.3406982
Prefeitura Municipal de Canavieiras - BA,2906303,33002,69462204.97,0,0,2341398.05,0,0,2033.8406,2033.8406,4.4597282
Prefeitura Municipal de Candeal - BA,2906402,8894,20480230.46,0,0,176655.88,0,0,2282.8396,2282.8396,4.8566875
Prefeitura Municipal de Candeias - BA,2906501,89271,478871537.67,4572161.09,0,6180035.21,0,0,5243.8008,3000,6
Prefeitura Municipal de Candiba - BA,2906600,14732,33780237.6,0,0,472719.13,0,0,2260.896,2260.896,4.8217049
Prefeitura Municipal de Cândido Sales - BA,2906709,26760,32015125.12,0,0,1480443.12,0,0,1141.0569,1141.0569,3.0364335
Prefeitura Municipal de Cansanção - BA,2906808,36105,79478930.78,0,0,1178932.05,0,0,2168.6746,2168.6746,4.6746836
Prefeitura Municipal de Canudos - BA,2906824,17222,41956123.64,0,0,689104.4,0,0,2396.1804,2396.1804,5.0373778
Prefeitura Municipal de Capela do Alto Alegre - BA,2906857,12203,32878821.3,0,0,334770.78,0,0,2666.8894,2666.8894,5.4689479
Prefeitura Municipal de Capim Grosso - BA,2906873,31181,71425252.65000001,0,0,962033.41,0,16383.49,2259.2874,2259.2874,4.8191404
Prefeitura Municipal de Caraíbas - BA,2906899,9890,19320503.35,0,0,371087.18,0,0,1916.0178,1916.0178,4.2718925
Prefeitura Municipal de Caravelas - BA,2906907,22646,71136080,0,0,1510598,0,301990.71,3061.1804,3000,6
Prefeitura Municipal de Cardeal da Silva - BA,2907004,9809,37125822,0,0,258780.22,0,1051.76,3758.384,3000,6
Prefeitura Municipal de Carinhanha - BA,2907103,30041,67337278.58,0,0,1727405.2,0,0,2184.011,2184.011,4.6991329
Prefeitura Municipal de Casa Nova - BA,2907202,72798,150960374.86,0,0,3405889.42,0,0,2026.903,2026.903,4.448668
Prefeitura Municipal de Castro Alves - BA,2907301,27161,69740726.87,602866.6899999999,32300,398763.23,0,0,2529.6123,2529.6123,5.2500978
Prefeitura Municipal de Catolândia - BA,2907400,3695,17267287.96,0,0,198124.71,0,0,4619.5298,3000,6
Prefeitura Municipal de Catu - BA,2907509,56037,132707608.48,0,10000,3697361.51,0,0,2302.0549,2302.0549,4.887321
Prefeitura Municipal de Caturama - BA,2907558,9764,25907794.81,0,43200,349881.67,0,8604.780000000001,2612.2603,2612.2603,5.3818569
Prefeitura Municipal de Central - BA,2907608,17935,43903084.46,0,0,973498.16,0,0,2393.6206,2393.6206,5.0332971
Prefeitura Municipal de Chorrochó - BA,2907707,11558,35475498.05,0,0,847125.2,0,0,2996.0522,2996.0522,5.9937062
Prefeitura Municipal de Cícero Dantas - BA,2907806,34581,65960791.75,0,0,1224476.85,0,0,1872.0198,1872.0198,4.2017503
Prefeitura Municipal de Cipó - BA,2907905,17673,44046674.16,0,272850,1027791.51,0,0,2418.7197,2418.7197,5.0733109
Prefeitura Municipal de Coaraci - BA,2908002,19383,47174209.25,0,0,2581680.22,0,0,2300.5999,2300.5999,4.8850017
Prefeitura Municipal de Cocos - BA,2908101,19449,58969867.22,0,0,315160.31,0,0,3015.8213,3000,6
Prefeitura Municipal de Conceição da Feira - BA,2908200,22840,64259903.28,0,0,949253.79,0,0,2771.9199,2771.9199,5.6363897
Prefeitura Municipal de Conceição do Almeida - BA,2908309,18278,39143547.33,0,0,462448.51,0,0,2116.2654,2116.2654,4.5911317
Prefeitura Municipal de Conceição do Coité - BA,2908408,67875,106154781.06,0,222650,1757112.54,0,0,1534.8069,1534.8069,3.6641581
Prefeitura Municipal de Conceição do Jacuípe - BA,2908507,33624,85595233.69,0,0,1753262.37,0,52828.1,2491.9446,2491.9446,5.1900473
Prefeitura Municipal de Conde - BA,2908606,26412,67774661.86,0,0,1257065.8,0,0,2518.4612,2518.4612,5.2323208
Prefeitura Municipal de Condeúba - BA,2908705,18229,47771230.91,0,197351.34,831794.97,0,0,2564.1606,2564.1606,5.3051758
Prefeitura Municipal de Contendas do Sincorá - BA,2908804,4312,19051856.87,0,0,534349.79,0,176.64,4294.3716,3000,6
Prefeitura Municipal de Coração de Maria - BA,2908903,23961,56188434.07,0,0,1682656.07,0,108911.48,2270.2253,2270.2253,4.8365779
Prefeitura Municipal de Cordeiros - BA,2909000,8870,30879005.77,0,197253.4,294120.66,0,0,3425.8887,3000,6
Prefeitura Municipal de Coribe - BA,2909109,14954,48055654.67,0,0,920353.71,0,0,3152.0195,3000,6
Prefeitura Municipal de Coronel João Sá - BA,2909208,16951,53655099.11,0,0,421329.53,0,0,3140.4502,3000,6
Prefeitura Municipal de Correntina - BA,2909307,33275,177400968.02,0,80044.49000000001,2283924.4,0,0,5260.3154,3000,6
Prefeitura Municipal de Cotegipe - BA,2909406,14409,43427623.6,0,0,360040.02,0,0,2988.9363,2988.9363,5.9823618
Prefeitura Municipal de Cravolândia - BA,2909505,5568,19751634.65,0,0,550059.5,0,0,3448.5588,3000,6
Prefeitura Municipal de Crisópolis - BA,2909604,21700,50145271.51,0,0,185503,0,0,2302.2935,2302.2935,4.8877015
Prefeitura Municipal de Cristópolis - BA,2909703,14354,39937594.91,0,0,241062,0,0,2765.5381,2765.5381,5.6262159
Prefeitura Municipal de Cruz das Almas - BA,2909802,64552,122583545.8,0,0,1897517.01,0,0,1869.594,1869.594,4.1978827
Prefeitura Municipal de Curaçá - BA,2909901,35320,112832199.79,0,0,569487.39,0,0,3178.446,3000,6
Prefeitura Municipal de Dário Meira - BA,2910008,11864,34036479.74,0,0,431089.76,0,23571.39,2830.5647,2830.5647,5.7298827
Prefeitura Municipal de Dias d'Ávila - BA,2910057,79401,206128739.62,5753768.61,0,3462421.71,0,1252576.62,2464.2004,2464.2004,5.1458168
Prefeitura Municipal de Dom Basílio - BA,2910107,12553,35522478.48,0,7844.33,958646.66,0,0,2752.8071,2752.8071,5.6059198
Prefeitura Municipal de Dom Macedo Costa - BA,2910206,4201,16972925.28,0,0,134379.95,0,0,4008.2231,3000,6
Prefeitura Municipal de Elísio Medrado - BA,2910305,8448,21830965.8,0,0,283225.91,0,0,2550.6321,2550.6321,5.283608
Prefeitura Municipal de Encruzilhada - BA,2910404,19837,54903075.87,0,0,944421.22,0,0,2720.1016,2720.1016,5.5537801
Prefeitura Municipal de Entre Rios - BA,2910503,43172,110551255.01,0,0,2168899.67,0,0,2510.478,2510.478,5.2195935
Prefeitura Municipal de Esplanada - BA,2910602,37085,112559527.04,150684.21,0,2215474.75,0,0,2971.373,2971.373,5.9543624
Prefeitura Municipal de Euclides da Cunha - BA,2910701,61618,137031548.18,0,0,1400401,0,0,2201.1611,2201.1611,4.7264743
Prefeitura Municipal de Eunápolis - BA,2910727,114275,287881550.89,1207025.7,0,7890075.55,0,0,2439.5925,2439.5925,5.1065865
Prefeitura Municipal de Fátima - BA,2910750,18461,56408228.89,0,0,107706.04,0,0,3049.7007,3000,6
Prefeitura Municipal de Feira da Mata - BA,2910776,5918,20303256.87,0,0,243617.41,0,67948.61,3378.116,3000,6
Prefeitura Municipal de Feira de Santana - BA,2910800,622639,1517357802.36,9139493.960000001,224270,16267701.02,0,11130024.34,2377.937,2377.937,5.0082941
Prefeitura Municipal de Filadélfia - BA,2910859,17184,51067516.66,0,0,389746.05,0,0,2949.1255,2949.1255,5.9188948
Prefeitura Municipal de Firmino Alves - BA,2910909,5822,18362126.82,0,0,467584.22,0,0,3073.6074,3000,6
Prefeitura Municipal de Floresta Azul - BA,2911006,11279,26903210.33,0,0,1863894.49,0,0,2219.9944,2219.9944,4.7564983
Prefeitura Municipal de Formosa do Rio Preto - BA,2911105,25652,123820639.9,0,0,1148767.97,0,21882.19,4781.3032,3000,6
Prefeitura Municipal de Gandu - BA,2911204,33030,69383032.97,0,0,1264428.97,0,0,2062.3252,2062.3252,4.5051389
Prefeitura Municipal de Gavião - BA,2911253,4740,15255367.94,0,0,177454.17,0,0,3180.9944,3000,6
Prefeitura Municipal de Gentio do Ouro - BA,2911303,11603,42168164.37,0,0,348727.71,0,0,3604.1917,3000,6
Prefeitura Municipal de Glória - BA,2911402,15840,40307003.37,0,0,464444.38,0,0,2515.313,2515.313,5.2273016
Prefeitura Municipal de Gongogi - BA,2911501,7961,20657477.36,0,0,931677.13,0,35966.55,2473.2864,2473.2864,5.1603022
Prefeitura Municipal de Governador Mangabeira - BA,2911600,21435,52902466.45,0,16125,1080325.05,0,0,2416.8889,2416.8889,5.0703921
Prefeitura Municipal de Guajeru - BA,2911659,8322,21982847.89,156403.27,65846.72,416097.37,0,5991.02,2564.1084,2564.1084,5.3050923
Prefeitura Municipal de Guanambi - BA,2911709,86320,187868962.19,0,0,923320.92,0,0,2165.728,2165.728,4.6699858
Prefeitura Municipal de Guaratinga - BA,2911808,22251,51347081.79,0,97.13,341880.38,0,0,2292.2612,2292.2612,4.8717079
Prefeitura Municipal de Heliópolis - BA,2911857,13739,34679098.08,0,0,346182.1,0,0,2498.9385,2498.9385,5.2011971
Prefeitura Municipal de Iaçu - BA,2911907,26012,68812376.59,0,0,899644.24,0,0,2610.8232,2610.8232,5.3795662
Prefeitura Municipal de Ibiassucê - BA,2912004,10337,27513136.94,0,0,270799.48,0,0,2635.4202,2635.4202,5.4187789
Prefeitura Municipal de Ibicaraí - BA,2912103,23770,51833530.11,0,0,3524839.12,0,2342.74,2032.2401,2032.2401,4.4571767
Prefeitura Municipal de Ibicoara - BA,2912202,19578,61356437.71,0,0,0,0,0,3133.9482,3000,6
Prefeitura Municipal de Ibicuí - BA,2912301,16748,38433356.98,0,0,987974.1800000001,0,0,2235.8123,2235.8123,4.7817159
Prefeitura Municipal de Ibipeba - BA,2912400,18563,44138621.15,0,0,1031300.82,0,0,2322.2173,2322.2173,4.9194646
Prefeitura Municipal de Ibipitanga - BA,2912509,15356,37579004.8,0,0,454454.15,0,7767.74,2417.0867,2417.0867,5.0707073
Prefeitura Municipal de Ibiquera - BA,2912608,4207,17679902.69,0,0,238428.09,0,0,4145.8223,3000,6
Prefeitura Municipal de Ibirapitanga - BA,2912707,24238,65780910.67,0,0,1540858.97,0,4948.96,2650.1816,2650.1816,5.4423122
Prefeitura Municipal de Ibirapuã - BA,2912806,8796,36034959.66,0,7788.97,662761.41,0,0,4020.5105,3000,6
Prefeitura Municipal de Ibirataia - BA,2912905,17573,53657022.09,0,0,976074.1,0,0,2997.8347,2997.8347,5.9965482
Prefeitura Municipal de Ibitiara - BA,2913002,16779,35283661.79,0,0,169112.06,0,0,2092.7678,2092.7678,4.5536714
Prefeitura Municipal de Ibititá - BA,2913101,17957,39816158.2,0,0,328545.57,0,0,2199.0095,2199.0095,4.7230439
Prefeitura Municipal de Ibotirama - BA,2913200,27762,69340540.03,273161.2,0,847537.04,0,0,2457.3101,2457.3101,5.1348324
Prefeitura Municipal de Ichu - BA,2913309,6418,18866946.32,0,0,346669.22,0,0,2885.6772,2885.6772,5.8177443
Prefeitura Municipal de Igaporã - BA,2913408,16255,48249938.23,0,0,565616.72,0,16796.66,2932.4839,2932.4839,5.8923645
Prefeitura Municipal de Igrapiúna - BA,2913457,14288,41065798.48,0,0,274298.64,0,0,2854.9482,2854.9482,5.7687554
Prefeitura Municipal de Iguaí - BA,2913507,27865,55469982.24,0,0,1862503.35,0,0,1923.8284,1923.8284,4.2843442
Prefeitura Municipal de Ilhéus - BA,2913606,178210,373366906.43,0,0,16725054.67,0,12171.9,2001.1766,2001.1766,4.4076548
Prefeitura Municipal de Inhambupe - BA,2913705,40908,83430461.59,0,0,576244.01,0,55269.2,2024.0283,2024.0283,4.4440851
Prefeitura Municipal de Ipecaetá - BA,2913804,15596,42497336.2,0,0,811904.73,0,0,2672.8284,2672.8284,5.478416
Prefeitura Municipal de Ipiaú - BA,2913903,47606,89686216.09999999,0,0,1263045.46,0,36292.55,1856.6332,1856.6332,4.1772203
Prefeitura Municipal de Ipirá - BA,2914000,62697,117106533.85,0,0,2974320.12,0,0,1820.3776,1820.3776,4.119421
Prefeitura Municipal de Ipupiara - BA,2914109,10107,15440229.75,0,30860,596794.0600000001,0,9154.360000000001,1464.6702,1464.6702,3.5523448
Prefeitura Municipal de Irajuba - BA,2914208,7497,24529704.31,0,0,298338.8,0,0,3232.1416,3000,6
Prefeitura Municipal de Iramaia - BA,2914307,10184,30520770.87,0,0,548709.91,0,0,2943.054,2943.054,5.9092155
Prefeitura Municipal de Iraquara - BA,2914406,25279,61022161.16,0,100000,196668.98,0,348644.74,2388.4192,2388.4192,5.0250049
Prefeitura Municipal de Irará - BA,2914505,29723,66547486.51,155367.59,0,1612055.84,0,142275.03,2174.6724,2174.6724,4.6842451
Prefeitura Municipal de Irecê - BA,2914604,73915,154212013.53,0,196048.3,1778799.49,0,0,2059.6248,2059.6248,4.500834
Prefeitura Municipal de Itabela - BA,2914653,31244,83412601.7,0,0,978769.49,0,0,2638.3892,2638.3892,5.4235125
Prefeitura Municipal de Itaberaba - BA,2914703,66592,198084806.5,0,0,1216610.92,0,0,2956.334,2956.334,5.9303865
Prefeitura Municipal de Itabuna - BA,2914802,220386,536086186.28,0,0,11555138.26,0,0,2380.0562,2380.0562,5.0116725
Prefeitura Municipal de Itacaré - BA,2914901,28382,67977890.39,0,0,296470.31,0,0,2384.6599,2384.6599,5.019012
Prefeitura Municipal de Itaeté - BA,2915007,16519,37382992.74,0,0,671143.24,0,0,2222.4014,2222.4014,4.7603359
Prefeitura Municipal de Itagi - BA,2915106,13276,33687862.5,0,0,688801.76,0,82192.85000000001,2479.4265,2479.4265,5.1700907
Prefeitura Municipal de Itagibá - BA,2915205,15669,41405744.26,0,0,1405052.22,0,22428.58,2551.4241,2551.4241,5.2848706
Prefeitura Municipal de Itagimirim - BA,2915304,7319,26456750.85,0,0,409426.78,0,0,3558.8638,3000,6
Prefeitura Municipal de Itaguaçu da Bahia - BA,2915353,14604,51428356.68,0,0,369749.46,0,0,3496.207,3000,6
Prefeitura Municipal de Itaju do Colônia - BA,2915403,7284,20142783.42,0,0,691576.17,0,0,2670.4019,2670.4019,5.4745479
Prefeitura Municipal de Itajuípe - BA,2915502,21697,47691103.74,0,0,3533775.38,0,0,2035.1813,2035.1813,4.4618654
Prefeitura Municipal de Itamaraju - BA,2915601,67305,139374103.6,0,0,2226076.8,0,0,2037.7094,2037.7094,4.4658957
Prefeitura Municipal de Itamari - BA,2915700,8495,25181929.86,0,0,544332.01,81958.44,0,2890.5991,2890.5991,5.8255906
Prefeitura Municipal de Itambé - BA,2915809,23147,58321697.99,0,0,1299054.26,0,0,2463.5005,2463.5005,5.144701
Prefeitura Municipal de Itanagra - BA,2915908,8038,33656058.37,0,0,512867.1,0,0,4123.313,3000,6
Prefeitura Municipal de Itanhém - BA,2916005,20554,61812000,10000,60000,778691.67,0,0,2966.0071,2966.0071,5.9458079
Prefeitura Municipal de Itaparica - BA,2916104,22744,65926281.55,0,0,508845.79,0,0,2876.2502,2876.2502,5.8027153
Prefeitura Municipal de Itapé - BA,2916203,9830,22389696.68,0,0,1017806.21,0,6629.02,2173.4753,2173.4753,4.6823368
Prefeitura Municipal de Itapebi - BA,2916302,10856,40839041.02,0,0,703172.27,0,0,3697.114,3000,6
Prefeitura Municipal de Itapetinga - BA,2916401,76881,158030209.75,0,0,2042535.75,0,27042.5,2028.5979,2028.5979,4.4513702
Prefeitura Municipal de Itapicuru - BA,2916500,36320,76548728.65000001,0,0,548880.01,0,755536.87,2071.7046,2071.7046,4.520092
Prefeitura Municipal de Itapitanga - BA,2916609,10799,27726049.09,0,0,141266.28,0,0,2554.3831,2554.3831,5.289588
Prefeitura Municipal de Itaquara - BA,2916708,8557,22106415.82,0,0,345383.03,0,0,2543.0679,2543.0679,5.2715492
Prefeitura Municipal de Itarantim - BA,2916807,20206,20588299.01,0,0,782116.2,0,71.42,980.20941,980.20941,2.7800071
Prefeitura Municipal de Itatim - BA,2916856,14895,54609207.71,661192.13,0,874207.76,0,35694.66,3560.7998,3000,6
Prefeitura Municipal de Itiruçu - BA,2916906,13280,29726946.32,0,0,213773.48,0,0,2222.3774,2222.3774,4.7602978
Prefeitura Municipal de Itiúba - BA,2917003,37500,84581815.02,0,0,4199705.67,0,0,2143.5229,2143.5229,4.6345863
Prefeitura Municipal de Itororó - BA,2917102,21210,74031546.43000001,0,0,596760.33,0,0,3462.272,3000,6
Prefeitura Municipal de Ituaçu - BA,2917201,19494,49355576.01,0,0,1371443.34,0,0,2461.4822,2461.4822,5.1414833
Prefeitura Municipal de Ituberá - BA,2917300,29273,63057273.52,0,0,226582.67,0,0,2146.3701,2146.3701,4.6391253
Prefeitura Municipal de Iuiú - BA,2917334,11366,32975674.73,0,0,302913.09,0,11592.3,2873.5852,2873.5852,5.7984667
Prefeitura Municipal de Jaborandi - BA,2917359,9138,49784395.49,0,0,205087.01,0,0,5425.6191,3000,6
Prefeitura Municipal de Jacaraci - BA,2917409,15435,41846484.08,0,17200,232529.44,0,0,2694.9631,2694.9631,5.5137038
Prefeitura Municipal de Jacobina - BA,2917508,83435,219528952.63,0,320479.32,4287790.66,0,0,2575.9055,2575.9055,5.3238997
Prefeitura Municipal de Jaguaquara - BA,2917607,55751,102296611.7,0,0,1584713.7,0,0,1806.459,1806.459,4.0972319
Prefeitura Municipal de Jaguarari - BA,2917706,34304,76128903.52,0,0,2740359.72,0,0,2139.3582,2139.3582,4.6279464
Prefeitura Municipal de Jaguaripe - BA,2917805,18849,65215035.89,0,0,198955.45,0,0,3449.312,3000,6
Prefeitura Municipal de Jandaíra - BA,2917904,11092,36068350.46,0,0,568625.64,0,0,3200.48,3000,6
Prefeitura Municipal de Jequié - BA,2918001,161880,405863667.92,0,0,21233495.6,0,10195.22,2375.9573,2375.9573,5.0051379
